,index,budget,genres,id,original_language,popularity,production_countries,runtime,spoken_languages,video,vote_average,vote_count,duration,director,production_company,actors,year,month,day,x,revenue
860,854,10284523.0,8.0,2610.0,1.0,4.3490459999999995,1.0,104.0,2.0,1.0,5.7,80.0,106.0,1.0,9.0,8,2005.0,10.0,21.0,8,24381521.51711111
861,332,3000000.0,18.0,31525.0,3.0,0.904409,4.0,155.0,2.0,1.0,7.2,15.0,155.0,0.0,1.0,8,2002.0,6.0,7.0,8,11465949.827159407
862,511,1500000.0,1.0,9344.0,1.0,4.877872,1.0,91.0,1.0,1.0,6.8,280.0,109.0,0.0,1.0,8,1995.0,7.0,28.0,8,41944329.86138629
863,12,0.0,1.0,116811.0,1.0,5.532455000000001,2.0,92.0,13.0,1.0,6.1,107.0,92.0,0.0,1.0,8,2012.0,8.0,30.0,8,11294788.919508908
864,768,0.0,5.0,24664.0,1.0,4.380258,1.0,135.0,2.0,1.0,6.3,24.0,135.0,1.0,8.0,8,2000.0,10.0,6.0,8,11560323.263747033
865,609,16000000.0,1.0,48129.0,1.0,5.857368,1.0,91.0,1.0,1.0,5.5,13.0,137.0,0.0,1.0,8,1991.0,2.0,1.0,8,10878273.300978836
866,1194,11500000.0,1.0,8913.0,1.0,8.365761000000001,1.0,103.0,1.0,1.0,6.4,417.0,101.0,0.0,3.0,8,1989.0,4.0,21.0,8,69260639.82297662
867,890,0.0,4.0,3542.0,2.0,1.9631020000000001,2.0,167.0,5.0,1.0,5.9,20.0,168.0,0.0,1.0,8,2006.0,11.0,1.0,8,12048133.560201336
868,85,0.0,5.0,346494.0,1.0,1.889834,7.0,101.0,1.0,1.0,6.2,28.0,97.0,0.0,1.0,8,2015.0,8.0,13.0,8,9871664.475801766
869,770,0.0,2.0,18133.0,1.0,3.199976,1.0,112.0,1.0,1.0,6.0,28.0,99.0,1.0,1.0,8,1993.0,9.0,24.0,8,11909766.918591276
870,821,1500000.0,1.0,9464.0,1.0,9.167761,1.0,110.0,1.0,1.0,7.2,172.0,110.0,1.0,1.0,8,1998.0,1.0,20.0,8,20837779.102555048
871,144,0.0,1.0,35113.0,1.0,6.888131,2.0,87.0,1.0,1.0,5.9,11.0,87.0,1.0,1.0,8,1998.0,2.0,15.0,8,7544239.845963721
872,1170,55000000.0,1.0,1924.0,1.0,15.460102,1.0,143.0,1.0,1.0,6.9,1042.0,150.0,0.0,,8,1978.0,12.0,13.0,8,277165890.28
873,405,30000000.0,1.0,10337.0,1.0,5.516316000000001,1.0,134.0,1.0,1.0,6.0,83.0,136.0,1.0,1.0,8,1991.0,12.0,10.0,8,33167749.966666665
874,861,0.0,2.0,61222.0,2.0,1.605963,13.0,98.0,5.0,1.0,7.2,27.0,91.0,0.0,1.0,8,2008.0,10.0,29.0,8,10272465.203835908
875,40,130000000.0,1.0,7364.0,1.0,8.946242999999999,1.0,124.0,2.0,1.0,5.7,440.0,111.0,0.0,1.0,8,2005.0,4.0,6.0,8,126715804.38666667
876,434,500000.0,10.0,36584.0,1.0,0.5732010000000001,3.0,88.0,3.0,1.0,5.6,5.0,88.0,1.0,1.0,8,2002.0,5.0,9.0,8,5155476.333442992
877,388,4800000.0,12.0,1690.0,1.0,12.093928,1.0,94.0,1.0,1.0,5.7,913.0,111.0,0.0,1.0,8,2005.0,1.0,6.0,8,134162677.02666667
878,822,0.0,1.0,15177.0,4.0,1.322188,23.0,104.0,2.0,1.0,6.4,7.0,100.0,0.0,1.0,8,2003.0,8.0,29.0,8,5967264.135375791
879,233,8000000.0,1.0,377264.0,1.0,12.521071,1.0,92.0,2.0,1.0,5.7,436.0,89.0,0.0,1.0,8,2016.0,9.0,1.0,8,45796118.25806927
880,1130,4300000.0,1.0,14145.0,1.0,2.889932,5.0,85.0,1.0,1.0,4.6,50.0,85.0,0.0,1.0,8,2008.0,2.0,6.0,8,21319433.04370406
881,929,40000000.0,1.0,6114.0,1.0,16.777675,1.0,128.0,2.0,1.0,7.1,1087.0,75.0,0.0,2.0,8,1992.0,11.0,13.0,8,251443555.53333333
882,493,0.0,3.0,81442.0,1.0,1.345586,3.0,95.0,1.0,1.0,5.8,6.0,81.0,0.0,1.0,8,2000.0,11.0,10.0,8,4450356.801554411
883,281,0.0,6.0,95744.0,1.0,0.5782689999999999,11.0,110.0,8.0,1.0,5.0,3.0,110.0,0.0,1.0,8,2012.0,3.0,15.0,8,4687228.645696746
884,154,0.0,1.0,54287.0,1.0,0.657274,1.0,97.0,1.0,1.0,5.1,14.0,97.0,0.0,1.0,8,1980.0,7.0,1.0,8,9950295.300250262
885,327,4000000.0,1.0,81390.0,1.0,6.780752000000001,2.0,99.0,13.0,1.0,6.2,160.0,99.0,0.0,1.0,8,2011.0,4.0,9.0,8,23882300.381011706
886,566,90000000.0,1.0,607.0,1.0,15.781023999999999,1.0,98.0,7.0,1.0,6.9,4521.0,98.0,1.0,5.0,8,1997.0,7.0,2.0,8,594455390.4
887,79,215000000.0,1.0,1930.0,1.0,31.102266999999998,1.0,136.0,1.0,1.0,6.5,6734.0,136.0,0.0,5.0,8,2012.0,6.0,27.0,8,734526667.0666667
888,669,0.0,3.0,92381.0,1.0,0.8798520000000001,1.0,89.0,1.0,1.0,5.4,8.0,89.0,0.0,1.0,8,1996.0,8.0,2.0,8,5127760.710549277
889,28,0.0,2.0,8093.0,1.0,0.521339,14.0,104.0,2.0,1.0,6.6,5.0,104.0,0.0,1.0,8,2006.0,8.0,31.0,8,9324710.471316863
890,402,26000000.0,1.0,7445.0,1.0,9.108917,1.0,104.0,6.0,1.0,6.8,650.0,105.0,1.0,1.0,8,2009.0,1.0,27.0,8,72529703.62666667
891,175,2000000.0,13.0,179053.0,8.0,2.2562450000000003,14.0,75.0,14.0,1.0,4.8,29.0,75.0,0.0,1.0,8,2013.0,4.0,3.0,8,12472047.333299816
892,602,14000000.0,20.0,88036.0,1.0,2.2438599999999997,1.0,116.0,6.0,1.0,5.8,36.0,98.0,0.0,1.0,9,2012.0,8.0,17.0,9,10269245.142861053
893,377,0.0,7.0,54309.0,7.0,4.34552,10.0,0.0,9.0,1.0,5.0,137.0,102.0,0.0,1.0,9,2007.0,2.0,14.0,9,31789219.692777775
894,207,0.0,20.0,48561.0,7.0,0.329373,10.0,109.0,9.0,1.0,6.6,7.0,109.0,1.0,1.0,9,1982.0,10.0,7.0,9,4714085.760556798
895,238,0.0,5.0,96600.0,1.0,5.3623769999999995,1.0,98.0,1.0,1.0,5.1,7.0,98.0,1.0,1.0,9,2012.0,6.0,22.0,9,6763766.091972681
896,774,20000000.0,10.0,11458.0,1.0,5.7578949999999995,1.0,100.0,1.0,1.0,5.5,48.0,100.0,1.0,1.0,9,2002.0,11.0,21.0,9,9617965.738868527
897,839,6000000.0,10.0,264644.0,1.0,12.443291,20.0,117.0,1.0,1.0,8.1,2838.0,75.0,0.0,1.0,9,2015.0,10.0,16.0,9,153187038.96
898,827,0.0,4.0,62327.0,1.0,0.809129,1.0,102.0,1.0,1.0,5.3,6.0,106.0,1.0,1.0,9,1987.0,9.0,1.0,9,3860850.127866879
899,1229,5000000.0,1.0,44629.0,1.0,9.649312,9.0,113.0,1.0,1.0,6.7,240.0,113.0,0.0,1.0,9,2010.0,6.0,3.0,9,20592430.647605028
900,892,11180.0,10.0,98203.0,1.0,0.6609689999999999,5.0,120.0,2.0,1.0,5.9,11.0,120.0,0.0,1.0,9,2012.0,9.0,5.0,9,3555409.100624849
901,842,19000000.0,1.0,328387.0,1.0,14.9837,1.0,96.0,1.0,1.0,7.1,2262.0,96.0,0.0,1.0,9,2016.0,7.0,27.0,9,285084869.48
902,960,16000000.0,8.0,13972.0,1.0,6.62363,1.0,114.0,1.0,1.0,4.6,96.0,114.0,0.0,1.0,9,2008.0,9.0,12.0,9,20973903.900496468
903,896,0.0,2.0,4580.0,2.0,0.690072,6.0,90.0,5.0,1.0,7.7,10.0,89.0,0.0,1.0,9,1976.0,3.0,10.0,9,5125103.494757049
904,894,135000000.0,1.0,228161.0,1.0,13.422713,1.0,94.0,1.0,1.0,6.8,1539.0,91.0,0.0,1.0,9,2015.0,3.0,18.0,9,389159854.47333336
905,1074,0.0,1.0,51927.0,1.0,0.489997,3.0,140.0,3.0,1.0,6.7,13.0,102.0,0.0,1.0,9,2002.0,9.0,9.0,9,5372634.351719515
906,870,0.0,2.0,35650.0,2.0,1.343844,8.0,87.0,2.0,1.0,6.3,18.0,87.0,1.0,1.0,9,2000.0,9.0,8.0,9,9630276.333136387
907,1007,0.0,1.0,33345.0,1.0,6.421995,1.0,98.0,6.0,1.0,5.7,12.0,100.0,0.0,4.0,9,1986.0,7.0,2.0,9,12488401.13391472
908,1088,0.0,5.0,11235.0,1.0,10.636074,2.0,111.0,1.0,1.0,7.0,81.0,111.0,0.0,1.0,9,1983.0,2.0,17.0,9,15913577.12652819
909,408,10000000.0,1.0,127521.0,1.0,7.293335000000001,1.0,115.0,2.0,1.0,5.5,91.0,115.0,0.0,1.0,9,2012.0,9.0,11.0,9,26046852.561385043
910,1122,10000000.0,4.0,41823.0,1.0,2.715137,1.0,129.0,1.0,1.0,6.3,48.0,129.0,1.0,2.0,9,1990.0,8.0,3.0,9,17841194.20059716
911,257,0.0,1.0,28805.0,3.0,0.742058,4.0,173.0,4.0,1.0,5.5,10.0,173.0,0.0,1.0,9,2005.0,1.0,1.0,9,3150175.3391229813
912,543,10000000.0,8.0,16555.0,1.0,6.063809,1.0,100.0,1.0,1.0,6.6,19.0,100.0,0.0,1.0,9,2007.0,2.0,14.0,9,8365521.045701105
913,218,0.0,1.0,42017.0,1.0,1.377893,2.0,108.0,1.0,1.0,5.9,14.0,108.0,1.0,1.0,9,1986.0,1.0,1.0,9,8516096.704691403
914,323,15000000.0,1.0,68.0,1.0,9.837287,2.0,132.0,1.0,1.0,7.6,877.0,91.0,0.0,1.0,9,1985.0,2.0,20.0,9,157065615.20333335
915,697,25000000.0,1.0,2291.0,1.0,8.176863,1.0,113.0,1.0,1.0,7.3,376.0,89.0,0.0,1.0,9,1990.0,11.0,2.0,9,56329394.62055555
916,670,0.0,8.0,15363.0,1.0,8.642141,1.0,99.0,7.0,1.0,6.2,49.0,99.0,0.0,1.0,9,2006.0,1.0,29.0,9,12911022.410994504
917,623,0.0,7.0,103751.0,10.0,0.5556979999999999,3.0,0.0,3.0,1.0,7.3,3.0,138.0,0.0,1.0,9,2010.0,9.0,24.0,9,4542919.415139931
918,661,6500000.0,2.0,1640.0,1.0,9.785147,1.0,112.0,2.0,1.0,7.2,1172.0,100.0,1.0,1.0,9,2004.0,1.0,13.0,9,159304260.33666667
919,645,20000000.0,1.0,526.0,1.0,8.157587,1.0,121.0,1.0,1.0,6.8,264.0,121.0,1.0,6.0,9,1985.0,3.0,27.0,9,55912915.99333333
920,81,0.0,4.0,393765.0,1.0,5.279713,1.0,97.0,1.0,1.0,6.2,31.0,97.0,0.0,,9,2016.0,10.0,14.0,9,9908822.497214563
921,1161,3500000.0,23.0,50839.0,1.0,8.340757,1.0,107.0,1.0,1.0,6.7,531.0,107.0,1.0,1.0,9,2011.0,9.0,28.0,9,47534098.98014354
922,391,26000000.0,31.0,316002.0,1.0,5.213733,1.0,100.0,1.0,1.0,3.9,95.0,100.0,1.0,1.0,9,2015.0,2.0,10.0,9,28870106.46944444
923,640,50000000.0,1.0,18501.0,1.0,9.730681,1.0,95.0,1.0,1.0,5.6,778.0,95.0,1.0,1.0,9,2009.0,9.0,3.0,9,105545009.29285714
924,407,5000000.0,20.0,11326.0,1.0,6.335814,2.0,111.0,1.0,1.0,6.5,69.0,111.0,1.0,1.0,9,1975.0,3.0,19.0,9,33898086.87530159
925,447,0.0,28.0,284303.0,5.0,5.399896,5.0,100.0,10.0,1.0,6.6,344.0,99.0,0.0,1.0,9,2014.0,8.0,29.0,9,41049483.56991445
926,1126,175000000.0,1.0,297761.0,1.0,42.965027,1.0,123.0,1.0,1.0,5.9,7717.0,123.0,1.0,1.0,9,2016.0,8.0,2.0,9,731127032.5533333
927,249,2000000.0,1.0,39256.0,9.0,2.894009,15.0,87.0,2.0,1.0,6.7,34.0,82.0,0.0,1.0,9,1984.0,12.0,15.0,9,12266579.255698124
928,17,0.0,21.0,35327.0,1.0,1.385902,12.0,101.0,17.0,1.0,5.2,13.0,80.0,0.0,1.0,9,1988.0,2.0,25.0,9,8718761.40107143
929,654,0.0,2.0,91186.0,4.0,2.711041,5.0,118.0,2.0,1.0,6.9,45.0,118.0,0.0,1.0,9,2011.0,9.0,4.0,9,6556030.621048942
930,98,0.0,3.0,445840.0,6.0,0.313827,11.0,,8.0,1.0,6.0,1.0,85.0,0.0,1.0,9,2017.0,6.0,23.0,9,5436009.48785666
931,317,4000000.0,14.0,20714.0,12.0,6.975759,16.0,159.0,2.0,1.0,6.6,54.0,159.0,0.0,1.0,9,2007.0,6.0,6.0,9,22249232.628088553
932,5,0.0,1.0,18633.0,1.0,10.627974,1.0,96.0,1.0,1.0,5.5,22.0,102.0,0.0,1.0,9,2007.0,2.0,10.0,9,9919622.042929463
933,468,0.0,2.0,21371.0,1.0,1.714522,1.0,91.0,2.0,1.0,6.6,22.0,91.0,0.0,1.0,9,2008.0,8.0,9.0,9,10409350.134918327
934,507,0.0,1.0,127372.0,1.0,6.159679,1.0,105.0,2.0,1.0,6.1,99.0,99.0,0.0,1.0,9,2012.0,9.0,14.0,9,12406009.409424754
935,64,0.0,9.0,18441.0,1.0,0.946641,1.0,107.0,1.0,1.0,4.4,17.0,107.0,0.0,1.0,9,2007.0,10.0,28.0,9,12004881.907253198
936,605,7500000.0,29.0,326284.0,1.0,5.135262,8.0,104.0,1.0,1.0,5.4,64.0,104.0,0.0,1.0,9,2015.0,5.0,7.0,9,13385455.1393855
937,1218,0.0,1.0,104711.0,5.0,1.691429,7.0,109.0,2.0,1.0,6.6,15.0,109.0,0.0,1.0,9,2011.0,11.0,17.0,9,7445310.756877879
938,346,17000000.0,1.0,73499.0,1.0,5.498819,1.0,98.0,1.0,1.0,5.8,226.0,98.0,0.0,1.0,9,2011.0,10.0,27.0,9,30694500.652389616
939,150,1500000.0,20.0,10910.0,1.0,1.4378030000000002,2.0,119.0,1.0,1.0,6.5,17.0,119.0,1.0,1.0,9,1952.0,12.0,23.0,9,8776694.855135707
940,694,0.0,3.0,30278.0,1.0,4.772901,2.0,106.0,1.0,1.0,6.5,13.0,106.0,0.0,1.0,9,1984.0,10.0,10.0,9,6529537.949313527
941,969,0.0,2.0,128073.0,1.0,0.0658,1.0,99.0,1.0,1.0,5.5,10.0,99.0,1.0,1.0,9,2012.0,9.0,9.0,9,6816101.692125945
942,927,0.0,2.0,8414.0,1.0,3.518929,8.0,84.0,1.0,1.0,6.4,47.0,90.0,0.0,1.0,9,2007.0,1.0,20.0,9,10122593.34069542
943,126,0.0,3.0,9776.0,1.0,3.3632449999999996,1.0,95.0,1.0,1.0,5.3,71.0,95.0,1.0,11.0,9,2003.0,1.0,1.0,9,20456315.256191507
944,573,0.0,2.0,59346.0,2.0,0.48251000000000005,6.0,94.0,5.0,1.0,6.5,10.0,128.0,0.0,1.0,9,2007.0,11.0,7.0,9,3534647.350297804
945,592,0.0,3.0,15271.0,1.0,2.466442,2.0,106.0,1.0,1.0,6.1,22.0,102.0,0.0,1.0,9,2003.0,5.0,16.0,9,8218916.007395758
946,264,0.0,2.0,201018.0,2.0,2.189812,6.0,102.0,5.0,1.0,6.3,25.0,134.0,0.0,4.0,9,2013.0,7.0,10.0,9,8381583.881611295
947,909,784170.0,1.0,111960.0,1.0,0.5784560000000001,2.0,80.0,1.0,1.0,6.8,6.0,96.0,0.0,1.0,9,1948.0,4.0,6.0,9,4769075.805138008
948,1091,0.0,1.0,409297.0,1.0,13.411614,20.0,100.0,1.0,1.0,6.4,69.0,100.0,0.0,1.0,9,2016.0,10.0,14.0,9,11280169.820195306
949,57,0.0,1.0,31524.0,1.0,0.823247,4.0,162.0,4.0,1.0,7.2,21.0,174.0,0.0,1.0,9,1999.0,4.0,30.0,9,9279219.144682452
950,531,0.0,13.0,48431.0,5.0,0.09851,3.0,0.0,3.0,1.0,7.0,1.0,98.0,0.0,1.0,9,2005.0,3.0,9.0,9,5880837.504914346
951,957,65000000.0,1.0,5551.0,1.0,7.457610000000001,1.0,130.0,1.0,1.0,6.3,407.0,130.0,1.0,1.0,9,2000.0,7.0,31.0,9,89361433.84666666
952,399,2400000.0,7.0,13621.0,4.0,0.990967,23.0,89.0,2.0,1.0,6.0,3.0,104.0,0.0,1.0,9,2007.0,10.0,26.0,9,5293763.586587112
953,202,12000000.0,16.0,327.0,9.0,8.134524,1.0,114.0,2.0,1.0,6.8,107.0,96.0,0.0,1.0,9,2000.0,9.0,9.0,9,34092200.854366526
954,749,26000000.0,1.0,37707.0,1.0,8.181407,1.0,104.0,1.0,1.0,5.5,682.0,104.0,1.0,1.0,9,2009.0,10.0,6.0,9,87951024.15047619
955,1041,0.0,24.0,9874.0,1.0,6.892828999999999,1.0,87.0,1.0,1.0,5.6,402.0,91.0,0.0,1.0,9,1986.0,3.0,21.0,9,65011450.491620205
956,322,1800000.0,1.0,56948.0,7.0,0.25362,3.0,100.0,8.0,1.0,5.8,6.0,100.0,0.0,1.0,9,2008.0,9.0,2.0,9,5523676.081397087
957,595,7300000.0,13.0,78461.0,1.0,2.803973,1.0,96.0,6.0,1.0,4.8,45.0,96.0,0.0,1.0,9,2011.0,10.0,21.0,9,12721981.600218194
958,732,0.0,6.0,47218.0,1.0,9.668784,1.0,100.0,1.0,1.0,6.4,89.0,100.0,0.0,1.0,9,2010.0,1.0,20.0,9,11988882.675988566
959,854,10284523.0,8.0,2610.0,1.0,4.3490459999999995,1.0,104.0,2.0,1.0,5.7,80.0,106.0,1.0,9.0,9,2005.0,10.0,21.0,9,24381521.51711111
960,332,3000000.0,18.0,31525.0,3.0,0.904409,4.0,155.0,2.0,1.0,7.2,15.0,155.0,0.0,1.0,9,2002.0,6.0,7.0,9,11286589.273826074
961,511,1500000.0,1.0,9344.0,1.0,4.877872,1.0,91.0,1.0,1.0,6.8,280.0,109.0,0.0,1.0,9,1995.0,7.0,28.0,9,41944329.86138629
962,12,0.0,1.0,116811.0,1.0,5.532455000000001,2.0,92.0,13.0,1.0,6.1,107.0,92.0,0.0,1.0,9,2012.0,8.0,30.0,9,11294788.919508908
963,768,0.0,5.0,24664.0,1.0,4.380258,1.0,135.0,2.0,1.0,6.3,24.0,135.0,1.0,8.0,9,2000.0,10.0,6.0,9,11380962.7104137
964,609,16000000.0,1.0,48129.0,1.0,5.857368,1.0,91.0,1.0,1.0,5.5,13.0,137.0,0.0,1.0,9,1991.0,2.0,1.0,9,10878273.300978836
965,1194,11500000.0,1.0,8913.0,1.0,8.365761000000001,1.0,103.0,1.0,1.0,6.4,417.0,101.0,0.0,3.0,9,1989.0,4.0,21.0,9,69260639.82297662
966,890,0.0,4.0,3542.0,2.0,1.9631020000000001,2.0,167.0,5.0,1.0,5.9,20.0,168.0,0.0,1.0,9,2006.0,11.0,1.0,9,11868773.006868001
967,85,0.0,5.0,346494.0,1.0,1.889834,7.0,101.0,1.0,1.0,6.2,28.0,97.0,0.0,1.0,9,2015.0,8.0,13.0,9,9507263.722468434
968,770,0.0,2.0,18133.0,1.0,3.199976,1.0,112.0,1.0,1.0,6.0,28.0,99.0,1.0,1.0,9,1993.0,9.0,24.0,9,11545366.165257942
969,821,1500000.0,1.0,9464.0,1.0,9.167761,1.0,110.0,1.0,1.0,7.2,172.0,110.0,1.0,1.0,9,1998.0,1.0,20.0,9,20837779.102555048
970,144,0.0,1.0,35113.0,1.0,6.888131,2.0,87.0,1.0,1.0,5.9,11.0,87.0,1.0,1.0,9,1998.0,2.0,15.0,9,7185518.739297055
971,1170,55000000.0,1.0,1924.0,1.0,15.460102,1.0,143.0,1.0,1.0,6.9,1042.0,150.0,0.0,,9,1978.0,12.0,13.0,9,279579990.66
972,405,30000000.0,1.0,10337.0,1.0,5.516316000000001,1.0,134.0,1.0,1.0,6.0,83.0,136.0,1.0,1.0,9,1991.0,12.0,10.0,9,33167749.966666665
973,861,0.0,2.0,61222.0,2.0,1.605963,13.0,98.0,5.0,1.0,7.2,27.0,91.0,0.0,1.0,9,2008.0,10.0,29.0,9,9908064.450502576
974,40,130000000.0,1.0,7364.0,1.0,8.946242999999999,1.0,124.0,2.0,1.0,5.7,440.0,111.0,0.0,1.0,9,2005.0,4.0,6.0,9,126715804.38666667
975,434,500000.0,10.0,36584.0,1.0,0.5732010000000001,3.0,88.0,3.0,1.0,5.6,5.0,88.0,1.0,1.0,9,2002.0,5.0,9.0,9,4976115.780109658
976,388,4800000.0,12.0,1690.0,1.0,12.093928,1.0,94.0,1.0,1.0,5.7,913.0,111.0,0.0,1.0,9,2005.0,1.0,6.0,9,134162677.02666667
977,822,0.0,1.0,15177.0,4.0,1.322188,23.0,104.0,2.0,1.0,6.4,7.0,100.0,0.0,1.0,9,2003.0,8.0,29.0,9,5782223.935375791
978,233,8000000.0,1.0,377264.0,1.0,12.521071,1.0,92.0,2.0,1.0,5.7,436.0,89.0,0.0,1.0,9,2016.0,9.0,1.0,9,45796118.25806927
979,1130,4300000.0,1.0,14145.0,1.0,2.889932,5.0,85.0,1.0,1.0,4.6,50.0,85.0,0.0,1.0,9,2008.0,2.0,6.0,9,21319433.04370406
980,929,40000000.0,1.0,6114.0,1.0,16.777675,1.0,128.0,2.0,1.0,7.1,1087.0,75.0,0.0,2.0,9,1992.0,11.0,13.0,9,251443555.53333333
981,493,0.0,3.0,81442.0,1.0,1.345586,3.0,95.0,1.0,1.0,5.8,6.0,81.0,0.0,1.0,9,2000.0,11.0,10.0,9,4265316.6015544105
982,281,0.0,6.0,95744.0,1.0,0.5782689999999999,11.0,110.0,8.0,1.0,5.0,3.0,110.0,0.0,1.0,9,2012.0,3.0,15.0,9,4507868.092363413
983,154,0.0,1.0,54287.0,1.0,0.657274,1.0,97.0,1.0,1.0,5.1,14.0,97.0,0.0,1.0,9,1980.0,7.0,1.0,9,9950295.300250262
984,327,4000000.0,1.0,81390.0,1.0,6.780752000000001,2.0,99.0,13.0,1.0,6.2,160.0,99.0,0.0,1.0,9,2011.0,4.0,9.0,9,23882300.381011706
985,566,90000000.0,1.0,607.0,1.0,15.781023999999999,1.0,98.0,7.0,1.0,6.9,4521.0,98.0,1.0,5.0,9,1997.0,7.0,2.0,9,594455390.4
986,79,215000000.0,1.0,1930.0,1.0,31.102266999999998,1.0,136.0,1.0,1.0,6.5,6734.0,136.0,0.0,5.0,9,2012.0,6.0,27.0,9,733729315.8133334
987,669,0.0,3.0,92381.0,1.0,0.8798520000000001,1.0,89.0,1.0,1.0,5.4,8.0,89.0,0.0,1.0,9,1996.0,8.0,2.0,9,4763359.957215944
988,28,0.0,2.0,8093.0,1.0,0.521339,14.0,104.0,2.0,1.0,6.6,5.0,104.0,0.0,1.0,9,2006.0,8.0,31.0,9,9139670.271316862
989,402,26000000.0,1.0,7445.0,1.0,9.108917,1.0,104.0,6.0,1.0,6.8,650.0,105.0,1.0,1.0,9,2009.0,1.0,27.0,9,72529703.62666667
990,175,2000000.0,13.0,179053.0,8.0,2.2562450000000003,14.0,75.0,14.0,1.0,4.8,29.0,75.0,0.0,1.0,9,2013.0,4.0,3.0,9,12113326.226633148
